id,selection,replicate,side,trial,RL,choice,time(s)
195,B,2,L,20,R,0,
195,B,2,L,21,L,1,
195,B,2,L,22,L,1,
195,B,2,L,23,L,1,
195,B,2,L,24,R,0,
195,B,2,L,25,L,1,
195,B,2,L,26,L,1,
195,B,2,L,27,L,1,
195,B,2,L,28,L,1,
195,B,2,L,29,L,1,
195,B,2,L,30,R,0,
195,B,2,L,31,L,1,
195,B,2,L,32,R,0,
195,B,2,L,33,L,1,
195,B,2,L,34,L,1,
195,B,2,L,35,L,1,
195,B,2,L,36,L,1,
195,B,2,L,37,L,1,
195,B,2,L,38,L,1,
195,B,2,L,39,L,1,
195,B,2,L,40,L,1,
196,B,3,L,1,L,1,
196,B,3,L,2,L,1,3
196,B,3,L,3,L,1,
196,B,3,L,4,L,1,
196,B,3,L,5,L,1,
196,B,3,L,6,L,1,
196,B,3,L,7,L,1,
196,B,3,L,8,L,1,
196,B,3,L,9,L,1,
196,B,3,L,10,L,1,
196,B,3,L,11,L,1,
196,B,3,L,12,L,1,
196,B,3,L,13,L,1,
196,B,3,L,14,L,1,
196,B,3,L,15,L,1,
196,B,3,L,16,L,1,
196,B,3,L,17,L,1,
196,B,3,L,18,L,1,
196,B,3,L,19,L,1,
196,B,3,L,20,L,1,
196,B,3,L,21,L,1,
196,B,3,L,22,L,1,
196,B,3,L,23,L,1,
196,B,3,L,24,L,1,
196,B,3,L,25,L,1,
196,B,3,L,26,L,1,
196,B,3,L,27,L,1,
196,B,3,L,28,L,1,
196,B,3,L,29,L,1,
196,B,3,L,30,L,1,
196,B,3,L,31,L,1,
196,B,3,L,32,L,1,
196,B,3,L,33,L,1,
196,B,3,L,34,L,1,
196,B,3,L,35,L,1,
196,B,3,L,36,R,0,
196,B,3,L,37,L,1,
196,B,3,L,38,L,1,
196,B,3,L,39,L,1,
196,B,3,L,40,L,1,
197,A,2,L,1,L,1,
197,A,2,L,2,L,1,3
197,A,2,L,3,L,1,
197,A,2,L,4,L,1,
197,A,2,L,5,L,1,
197,A,2,L,6,L,1,
197,A,2,L,7,L,1,
197,A,2,L,8,L,1,
197,A,2,L,9,L,1,
197,A,2,L,10,L,1,
197,A,2,L,11,L,1,
197,A,2,L,12,L,1,
197,A,2,L,13,L,1,
197,A,2,L,14,R,0,
197,A,2,L,15,L,1,
197,A,2,L,16,L,1,
197,A,2,L,17,R,0,
197,A,2,L,18,L,1,
197,A,2,L,19,L,1,
197,A,2,L,20,L,1,
197,A,2,L,21,L,1,
197,A,2,L,22,L,1,
197,A,2,L,23,L,1,
197,A,2,L,24,L,1,
197,A,2,L,25,L,1,
197,A,2,L,26,L,1,
197,A,2,L,27,L,1,
197,A,2,L,28,L,1,
197,A,2,L,29,L,1,
197,A,2,L,30,R,0,
197,A,2,L,31,R,0,
197,A,2,L,32,L,1,
197,A,2,L,33,L,1,
197,A,2,L,34,L,1,
197,A,2,L,35,L,1,
197,A,2,L,36,L,1,
197,A,2,L,37,L,1,
197,A,2,L,38,L,1,
197,A,2,L,39,L,1,
197,A,2,L,40,L,1,
