id,selection,replicate,trial,bins,totalbins,time,touch
118,B,2,2,1,,1200,1
118,B,2,3,,,270,1
118,B,2,4,,,34,1
118,B,2,5,,,22,1
118,B,2,6,,,35,1
118,B,2,7,,,30,1
118,B,2,8,,,83,1
118,B,2,9,,,126,1
118,B,2,10,,,21,1
118,B,2,11,,,10,1
118,B,2,12,,,15,1
119,B,1,1,8,8,9600,1
119,B,1,2,1,,1200,1
119,B,1,3,,,38,1
119,B,1,4,,,159,1
119,B,1,5,,,46,1
119,B,1,6,,,35,1
119,B,1,7,,,106,1
119,B,1,8,,,65,1
119,B,1,9,,,29,1
119,B,1,10,,,7,1
119,B,1,11,,,78,1
119,B,1,12,,,15,1
120,B,3,1,1,1,1200,1
120,B,3,2,1,,1200,1
120,B,3,3,,,63,1
120,B,3,4,,,31,1
120,B,3,5,,,18,1
120,B,3,6,,,26,1
120,B,3,7,,,26,1
120,B,3,8,,,88,1
120,B,3,9,,,10,1
120,B,3,10,,,18,1
120,B,3,11,,,20,1
120,B,3,12,,,19,1
121,C,1,1,1,1,1200,1
121,C,1,2,1,,1200,1
121,C,1,3,,,296,1
121,C,1,4,,,102,1
121,C,1,5,,,155,1
121,C,1,6,,,109,1
121,C,1,7,,,133,1
121,C,1,8,,,76,1
121,C,1,9,,,43,1
121,C,1,10,,,76,1
121,C,1,11,,,11,1
121,C,1,12,,,51,1
122,A,1,1,1,1,1200,1
122,A,1,2,1,,1200,1
122,A,1,3,,,518,1
122,A,1,4,,,255,1
122,A,1,5,,,41,1
122,A,1,6,,,34,1
122,A,1,7,,,35,1
122,A,1,8,,,16,1
122,A,1,9,,,4,0
122,A,1,10,,,27,1
122,A,1,11,,,4,0
122,A,1,12,,,30,1
123,B,1,1,19,23,22800,1
123,B,1,2,4,,4800,1
123,B,1,3,,,76,1
123,B,1,4,,,919,1
123,B,1,5,,,33,0
123,B,1,6,,,156,1
123,B,1,7,,,14,1
123,B,1,8,,,91,1
123,B,1,9,,,20,1
123,B,1,10,,,90,1
123,B,1,11,,,16,1
123,B,1,12,,,36,1
124,C,2,1,1,1,1200,1
124,C,2,2,1,,1200,1
124,C,2,3,,,121,1
124,C,2,4,,,30,1
124,C,2,5,,,54,1
124,C,2,6,,,56,1
124,C,2,7,,,53,1
124,C,2,8,,,146,1
124,C,2,9,,,54,1
124,C,2,10,,,17,1
124,C,2,11,,,14,1
124,C,2,12,,,13,1
125,A,1,1,19,30,22800,1
125,A,1,2,11,,13200,1
125,A,1,3,,,550,1
125,A,1,4,,,97,1
125,A,1,5,,,40,1
125,A,1,6,,,63,1
125,A,1,7,,,22,1
125,A,1,8,,,95,1
125,A,1,9,,,56,1
125,A,1,10,,,48,1
125,A,1,11,,,3,1
125,A,1,12,,,13,1
126,B,1,1,12,12,14400,1
126,B,1,2,1,,1200,1
126,B,1,3,,,874,1
126,B,1,4,,,66,1
126,B,1,5,,,179,1
126,B,1,6,,,249,1
126,B,1,7,,,164,1
126,B,1,8,,,89,1
126,B,1,9,,,3,1
126,B,1,10,,,2,0
126,B,1,11,,,107,1
126,B,1,12,,,63,1
127,A,2,1,2,2,2400,1
127,A,2,2,1,,1200,1
127,A,2,3,,,354,1
127,A,2,4,,,26,1
127,A,2,5,,,5,0
127,A,2,6,,,39,1
127,A,2,7,,,26,1
127,A,2,8,,,46,1
127,A,2,9,,,19,1
127,A,2,10,,,24,1
127,A,2,11,,,52,1
127,A,2,12,,,45,1
128,A,1,1,8,8,9600,1
128,A,1,2,1,,1200,1
128,A,1,3,,,568,1
128,A,1,4,,,40,1
128,A,1,5,,,86,1
128,A,1,6,,,34,0
128,A,1,7,,,35,1
128,A,1,8,,,127,1
128,A,1,9,,,28,1
128,A,1,10,,,185,1
128,A,1,11,,,126,1
128,A,1,12,,,76,1
129,B,1,1,1,1,1200,1
129,B,1,2,1,,1200,1
129,B,1,3,,,71,1
129,B,1,4,,,42,1
129,B,1,5,,,11,1
129,B,1,6,,,5,0
129,B,1,7,,,47,1
129,B,1,8,,,16,1
129,B,1,9,,,56,1
129,B,1,10,,,9,1
129,B,1,11,,,4,0
129,B,1,12,,,81,1
130,B,3,1,19,23,22800,1
130,B,3,2,4,,4800,1
130,B,3,3,,,359,1
130,B,3,4,,,NA,1
130,B,3,5,,,NA,1
130,B,3,6,,,NA,1
130,B,3,7,,,NA,1
130,B,3,8,,,NA,1
130,B,3,9,,,NA,1
130,B,3,10,,,NA,1
130,B,3,11,,,NA,1
130,B,3,12,,,NA,1
131,A,3,1,3,3,3600,1
131,A,3,2,1,,1200,1
131,A,3,3,,,94,1
131,A,3,4,,,188,1
131,A,3,5,,,41,1
131,A,3,6,,,28,1
131,A,3,7,,,47,1
131,A,3,8,,,8,1
131,A,3,9,,,8,1
131,A,3,10,,,6,1
131,A,3,11,,,23,0
131,A,3,12,,,30,1
132,C,3,1,19,38,22800,1
132,C,3,2,19,,22800,1
132,C,3,3,,,1200,1
132,C,3,4,,,1200,1
132,C,3,5,,,1200,1
132,C,3,6,,,1200,1
132,C,3,7,,,1200,1
132,C,3,8,,,1200,1
132,C,3,9,,,1200,1
132,C,3,10,,,1200,1
132,C,3,11,,,1200,1
132,C,3,12,,,1200,1
133,B,2,1,19,38,22800,1
133,B,2,2,19,,22800,1
133,B,2,3,,,59,1
133,B,2,4,,,1200,1
133,B,2,5,,,145,1
133,B,2,6,,,296,1
133,B,2,7,,,1200,1
133,B,2,8,,,66,1
133,B,2,9,,,45,1
133,B,2,10,,,26,1
133,B,2,11,,,37,1
133,B,2,12,,,71,1
134,C,1,1,19,38,22800,1
134,C,1,2,19,,22800,1
134,C,1,3,,,72,1
134,C,1,4,,,558,1
134,C,1,5,,,25,1
134,C,1,6,,,70,1
134,C,1,7,,,61,1
134,C,1,8,,,5,0
134,C,1,9,,,26,0
134,C,1,10,,,105,1
134,C,1,11,,,12,1
134,C,1,12,,,54,1
135,B,2,1,19,38,22800,1
135,B,2,2,19,,22800,1
135,B,2,3,,,93,1
135,B,2,4,,,1200,1
135,B,2,5,,,1200,1
135,B,2,6,,,1200,1
135,B,2,7,,,1200,1
135,B,2,8,,,1200,1
135,B,2,9,,,20,1
135,B,2,10,,,20,1
135,B,2,11,,,148,1
135,B,2,12,,,112,1
136,C,2,1,19,38,22800,1
136,C,2,2,19,,22800,1
136,C,2,3,,,459,1
136,C,2,4,,,1200,1
136,C,2,5,,,83,1
136,C,2,6,,,49,1
136,C,2,7,,,58,1
136,C,2,8,,,45,1
136,C,2,9,,,55,1
136,C,2,10,,,15,1
136,C,2,11,,,38,1
136,C,2,12,,,7,1
137,B,3,1,19,26,22800,1
137,B,3,2,7,,8400,1
137,B,3,3,,,206,1
137,B,3,4,,,102,1
137,B,3,5,,,127,1
137,B,3,6,,,789,1
137,B,3,7,,,80,1
137,B,3,8,,,91,1
137,B,3,9,,,95,1
137,B,3,10,,,178,1
137,B,3,11,,,135,1
137,B,3,12,,,21,1
138,A,3,1,1,1,1200,1
138,A,3,2,1,,1200,1
138,A,3,3,,,596,1
138,A,3,4,,,146,1
138,A,3,5,,,92,1
138,A,3,6,,,71,1
138,A,3,7,,,18,1
138,A,3,8,,,13,0
138,A,3,9,,,29,1
138,A,3,10,,,34,1
138,A,3,11,,,65,1
138,A,3,12,,,17,1
139,C,2,1,19,27,22800,1
139,C,2,2,8,,9600,1
139,C,2,3,,,1200,1
139,C,2,4,,,1200,1
139,C,2,5,,,1136,1
139,C,2,6,,,31,1
139,C,2,7,,,48,1
139,C,2,8,,,26,1
139,C,2,9,,,70,1
139,C,2,10,,,160,1
139,C,2,11,,,16,1
139,C,2,12,,,83,1
140,C,1,1,1,1,1200,1
140,C,1,2,1,,1200,1
140,C,1,3,,,77,1
140,C,1,4,,,82,1
140,C,1,5,,,85,1
140,C,1,6,,,38,1
140,C,1,7,,,23,1
140,C,1,8,,,34,1
140,C,1,9,,,19,1
140,C,1,10,,,158,1
140,C,1,11,,,78,1
140,C,1,12,,,24,1
141,A,3,1,1,1,1200,1
141,A,3,2,1,,1200,1
141,A,3,3,,,101,1
141,A,3,4,,,7,1
141,A,3,5,,,135,1
141,A,3,6,,,6,1
141,A,3,7,,,17,1
141,A,3,8,,,48,1
141,A,3,9,,,128,1
141,A,3,10,,,17,0
141,A,3,11,,,833,1
141,A,3,12,,,196,1
142,A,1,1,19,23,22800,1
142,A,1,2,4,,4800,1
142,A,1,3,,,1200,1
142,A,1,4,,,407,1
142,A,1,5,,,202,1
142,A,1,6,,,87,1
142,A,1,7,,,80,1
142,A,1,8,,,63,1
142,A,1,9,,,45,1
142,A,1,10,,,84,1
142,A,1,11,,,80,1
142,A,1,12,,,20,0
143,C,3,1,1,1,1200,1
143,C,3,2,1,,1200,1
143,C,3,3,,,124,1
143,C,3,4,,,545,1
143,C,3,5,,,200,1
143,C,3,6,,,322,1
143,C,3,7,,,61,1
143,C,3,8,,,252,1
143,C,3,9,,,164,1
143,C,3,10,,,1200,1
143,C,3,11,,,194,1
143,C,3,12,,,137,1
144,A,2,1,1,1,1200,1
144,A,2,2,19,,22800,1
144,A,2,3,,,1200,1
144,A,2,4,,,1200,1
144,A,2,5,,,1200,1
144,A,2,6,,,1200,1
144,A,2,7,,,81,1
144,A,2,8,,,128,1
144,A,2,9,,,212,1
144,A,2,10,,,55,1
144,A,2,11,,,17,1
144,A,2,12,,,5,0
145,A,2,1,2,2,2400,1
145,A,2,2,5,,6000,1
145,A,2,3,,,1200,1
145,A,2,4,,,44,1
145,A,2,5,,,403,1
145,A,2,6,,,166,1
145,A,2,7,,,73,1
145,A,2,8,,,96,1
145,A,2,9,,,139,1
145,A,2,10,,,45,1
145,A,2,11,,,28,1
145,A,2,12,,,35,1
146,B,3,1,7,7,8400,1
146,B,3,2,2,,2400,1
146,B,3,3,,,616,1
146,B,3,4,,,103,1
146,B,3,5,,,347,1
146,B,3,6,,,50,1
146,B,3,7,,,65,1
146,B,3,8,,,110,1
146,B,3,9,,,23,1
146,B,3,10,,,42,1
146,B,3,11,,,85,1
146,B,3,12,,,35,1
147,C,2,1,6,6,7200,1
147,C,2,2,3,,3600,1
147,C,2,3,,,338,1
147,C,2,4,,,66,1
147,C,2,5,,,39,1
147,C,2,6,,,58,1
147,C,2,7,,,41,1
147,C,2,8,,,139,1
147,C,2,9,,,40,1
147,C,2,10,,,62,1
147,C,2,11,,,37,1
147,C,2,12,,,56,1
148,B,1,1,12,12,14400,1
148,B,1,2,1,,1200,1
148,B,1,3,,,537,1
148,B,1,4,,,87,1
148,B,1,5,,,79,1
148,B,1,6,,,22,1
148,B,1,7,,,46,1
148,B,1,8,,,24,1
148,B,1,9,,,26,1
148,B,1,10,,,16,1
148,B,1,11,,,5,1
148,B,1,12,,,20,1
149,C,3,1,3,3,3600,1
149,C,3,2,5,,6000,1
149,C,3,3,,,151,1
149,C,3,4,,,1200,1
149,C,3,5,,,404,1
149,C,3,6,,,97,1
149,C,3,7,,,350,1
149,C,3,8,,,12,1
149,C,3,9,,,218,1
149,C,3,10,,,152,1
149,C,3,11,,,101,0
149,C,3,12,,,26,1
150,C,1,1,7,7,8400,1
150,C,1,2,1,,1200,1
150,C,1,3,,,13,1
150,C,1,4,,,46,1
150,C,1,5,,,7,0
150,C,1,6,,,56,1
150,C,1,7,,,7,1
150,C,1,8,,,8,1
150,C,1,9,,,48,1
150,C,1,10,,,19,1
150,C,1,11,,,8,1
150,C,1,12,,,31,1
151,B,3,1,19,38,22800,1
151,B,3,2,19,,22800,1
151,B,3,3,,,1200,1
151,B,3,4,,,1200,1
151,B,3,5,,,94,1
151,B,3,6,,,124,0
151,B,3,7,,,57,1
151,B,3,8,,,19,1
151,B,3,9,,,16,1
151,B,3,10,,,30,1
151,B,3,11,,,15,1
151,B,3,12,,,45,1
152,C,1,1,19,38,22800,1
152,C,1,2,19,,22800,1
152,C,1,3,,,1200,1
152,C,1,4,,,1200,1
152,C,1,5,,,463,1
152,C,1,6,,,224,1
152,C,1,7,,,103,1
152,C,1,8,,,276,1
152,C,1,9,,,54,1
152,C,1,10,,,41,1
152,C,1,11,,,13,1
152,C,1,12,,,48,1
153,C,2,1,1,1,1200,1
153,C,2,2,1,,1200,1
153,C,2,3,,,122,1
153,C,2,4,,,32,1
153,C,2,5,,,248,1
153,C,2,6,,,NA,1
153,C,2,7,,,NA,1
153,C,2,8,,,NA,1
153,C,2,9,,,NA,1
153,C,2,10,,,NA,1
153,C,2,11,,,NA,1
153,C,2,12,,,NA,1
154,A,3,1,1,1,1200,1
154,A,3,2,1,,1200,1
154,A,3,3,,,8,1
154,A,3,4,,,6,0
154,A,3,5,,,64,1
154,A,3,6,,,9,0
154,A,3,7,,,39,1
154,A,3,8,,,40,1
154,A,3,9,,,29,1
154,A,3,10,,,93,1
154,A,3,11,,,16,1
154,A,3,12,,,119,1
155,C,3,1,1,1,1200,1
155,C,3,2,1,,1200,1
155,C,3,3,,,97,1
155,C,3,4,,,98,1
155,C,3,5,,,87,1
155,C,3,6,,,159,1
155,C,3,7,,,32,1
155,C,3,8,,,35,1
155,C,3,9,,,76,1
155,C,3,10,,,129,1
155,C,3,11,,,24,0
155,C,3,12,,,11,0
156,A,2,1,19,38,22800,1
156,A,2,2,19,,22800,1
156,A,2,3,,,1200,1
156,A,2,4,,,1200,1
156,A,2,5,,,1200,1
156,A,2,6,,,1200,1
156,A,2,7,,,1200,1
156,A,2,8,,,70,1
156,A,2,9,,,620,1
156,A,2,10,,,154,1
156,A,2,11,,,92,1
156,A,2,12,,,258,1
157,C,1,1,3,3,3600,1
157,C,1,2,19,,22800,1
157,C,1,3,,,842,1
157,C,1,4,,,309,1
157,C,1,5,,,92,1
157,C,1,6,,,32,1
157,C,1,7,,,9,1
157,C,1,8,,,56,1
157,C,1,9,,,20,1
157,C,1,10,,,10,0
157,C,1,11,,,10,1
157,C,1,12,,,21,1
158,A,3,1,1,1,1200,1
158,A,3,2,1,,1200,1
158,A,3,3,,,107,1
158,A,3,4,,,23,1
158,A,3,5,,,1056,1
158,A,3,6,,,108,1
158,A,3,7,,,126,1
158,A,3,8,,,111,1
158,A,3,9,,,70,1
158,A,3,10,,,63,1
158,A,3,11,,,6,1
158,A,3,12,,,37,1
159,A,3,1,1,1,1200,1
159,A,3,2,1,,1200,1
159,A,3,3,,,90,1
159,A,3,4,,,113,1
159,A,3,5,,,21,1
159,A,3,6,,,13,1
159,A,3,7,,,12,1
159,A,3,8,,,50,1
159,A,3,9,,,42,1
159,A,3,10,,,45,1
159,A,3,11,,,67,1
159,A,3,12,,,52,1
160,B,1,1,1,1,1200,1
160,B,1,2,1,,1200,1
160,B,1,3,,,33,1
160,B,1,4,,,10,1
160,B,1,5,,,7,1
160,B,1,6,,,44,1
160,B,1,7,,,11,0
160,B,1,8,,,71,0
160,B,1,9,,,11,1
160,B,1,10,,,28,1
160,B,1,11,,,27,1
160,B,1,12,,,202,1
161,B,3,1,1,1,1200,1
161,B,3,2,1,,1200,1
161,B,3,3,,,106,1
161,B,3,4,,,43,1
161,B,3,5,,,156,1
161,B,3,6,,,48,1
161,B,3,7,,,41,1
161,B,3,8,,,50,1
161,B,3,9,,,24,1
161,B,3,10,,,22,1
161,B,3,11,,,8,0
161,B,3,12,,,84,1
162,C,3,1,19,38,22800,1
162,C,3,2,19,,22800,1
162,C,3,3,,,1200,1
162,C,3,4,,,1200,1
162,C,3,5,,,1200,1
162,C,3,6,,,1200,1
162,C,3,7,,,1200,1
162,C,3,8,,,1200,1
162,C,3,9,,,1200,1
162,C,3,10,,,447,1
162,C,3,11,,,380,1
162,C,3,12,,,229,1
163,C,1,1,19,38,22800,1
163,C,1,2,19,,22800,1
163,C,1,3,,,1200,1
163,C,1,4,,,89,1
163,C,1,5,,,202,1
163,C,1,6,,,41,1
163,C,1,7,,,26,1
163,C,1,8,,,10,1
163,C,1,9,,,16,1
163,C,1,10,,,30,1
163,C,1,11,,,26,1
163,C,1,12,,,47,1
164,A,1,1,1,1,1200,1
164,A,1,2,1,,1200,1
164,A,1,3,,,1004,1
164,A,1,4,,,322,1
164,A,1,5,,,40,1
164,A,1,6,,,83,1
164,A,1,7,,,46,1
164,A,1,8,,,36,1
164,A,1,9,,,7,0
164,A,1,10,,,60,1
164,A,1,11,,,65,1
164,A,1,12,,,89,1
165,A,3,1,3,3,3600,1
165,A,3,2,1,,1200,1
165,A,3,3,,,278,1
165,A,3,4,,,104,1
165,A,3,5,,,39,1
165,A,3,6,,,47,0
165,A,3,7,,,40,1
165,A,3,8,,,31,1
165,A,3,9,,,44,1
165,A,3,10,,,40,1
165,A,3,11,,,47,1
165,A,3,12,,,110,1
166,A,1,1,4,4,4800,1
166,A,1,2,1,,1200,1
166,A,1,3,,,333,1
166,A,1,4,,,1200,1
166,A,1,5,,,50,1
166,A,1,6,,,67,1
166,A,1,7,,,84,1
166,A,1,8,,,45,1
166,A,1,9,,,12,1
166,A,1,10,,,62,1
166,A,1,11,,,52,1
166,A,1,12,,,29,1
167,B,2,1,6,6,7200,1
167,B,2,2,19,,22800,1
167,B,2,3,,,1200,1
167,B,2,4,,,1200,1
167,B,2,5,,,1200,1
167,B,2,6,,,1200,1
167,B,2,7,,,13,0
167,B,2,8,,,171,1
167,B,2,9,,,149,1
167,B,2,10,,,110,1
167,B,2,11,,,1200,1
167,B,2,12,,,1200,1
168,B,3,1,6,6,7200,1
168,B,3,2,1,,1200,1
168,B,3,3,,,141,1
168,B,3,4,,,113,1
168,B,3,5,,,171,1
168,B,3,6,,,702,1
168,B,3,7,,,58,1
168,B,3,8,,,57,1
168,B,3,9,,,32,1
168,B,3,10,,,99,1
168,B,3,11,,,33,1
168,B,3,12,,,82,1
169,A,3,1,19,22,22800,1
169,A,3,2,3,,3600,1
169,A,3,3,,,321,1
169,A,3,4,,,119,1
169,A,3,5,,,59,1
169,A,3,6,,,61,1
169,A,3,7,,,59,1
169,A,3,8,,,76,1
169,A,3,9,,,155,1
169,A,3,10,,,21,1
169,A,3,11,,,12,1
169,A,3,12,,,19,1
170,A,2,1,3,3,3600,1
170,A,2,2,1,,1200,1
170,A,2,3,,,1200,1
170,A,2,4,,,122,1
170,A,2,5,,,54,1
170,A,2,6,,,50,1
170,A,2,7,,,71,1
170,A,2,8,,,60,1
170,A,2,9,,,47,1
170,A,2,10,,,64,1
170,A,2,11,,,142,1
170,A,2,12,,,49,1
171,B,2,1,19,38,22800,1
171,B,2,2,19,,22800,1
171,B,2,3,,,1200,1
171,B,2,4,,,1200,1
171,B,2,5,,,1200,1
171,B,2,6,,,86,1
171,B,2,7,,,49,1
171,B,2,8,,,53,1
171,B,2,9,,,610,1
171,B,2,10,,,3,1
171,B,2,11,,,14,1
171,B,2,12,,,96,1
172,A,2,1,1,1,1200,1
172,A,2,2,1,,1200,1
172,A,2,3,,,10,1
172,A,2,4,,,16,1
172,A,2,5,,,9,1
172,A,2,6,,,8,1
172,A,2,7,,,17,1
172,A,2,8,,,10,1
172,A,2,9,,,68,1
172,A,2,10,,,7,1
172,A,2,11,,,3,1
172,A,2,12,,,5,1
173,A,2,1,1,1,1200,1
173,A,2,2,1,,1200,1
173,A,2,3,,,47,1
173,A,2,4,,,14,1
173,A,2,5,,,16,1
173,A,2,6,,,26,1
173,A,2,7,,,8,1
173,A,2,8,,,34,1
173,A,2,9,,,17,1
173,A,2,10,,,26,1
173,A,2,11,,,10,1
173,A,2,12,,,63,1
174,C,2,1,1,1,1200,1
174,C,2,2,1,,1200,1
174,C,2,3,,,440,1
174,C,2,4,,,80,1
174,C,2,5,,,55,1
174,C,2,6,,,16,1
174,C,2,7,,,30,1
174,C,2,8,,,61,1
174,C,2,9,,,10,1
174,C,2,10,,,8,0
174,C,2,11,,,9,0
174,C,2,12,,,74,1
175,C,2,1,19,26,22800,1
175,C,2,2,7,,8400,1
175,C,2,3,,,966,1
175,C,2,4,,,52,1
175,C,2,5,,,18,1
175,C,2,6,,,54,1
175,C,2,7,,,127,1
175,C,2,8,,,5,1
175,C,2,9,,,34,1
175,C,2,10,,,204,1
175,C,2,11,,,5,1
175,C,2,12,,,120,1
176,A,1,1,15,15,18000,1
176,A,1,2,19,,22800,1
176,A,1,3,,,1200,1
176,A,1,4,,,1200,1
176,A,1,5,,,377,0
176,A,1,6,,,279,0
176,A,1,7,,,132,1
176,A,1,8,,,31,1
176,A,1,9,,,84,1
176,A,1,10,,,68,1
176,A,1,11,,,31,1
176,A,1,12,,,86,1
177,A,1,1,3,3,3600,1
177,A,1,2,1,,1200,1
177,A,1,3,,,134,1
177,A,1,4,,,66,1
177,A,1,5,,,65,1
177,A,1,6,,,76,1
177,A,1,7,,,61,1
177,A,1,8,,,45,1
177,A,1,9,,,35,1
177,A,1,10,,,98,1
177,A,1,11,,,18,1
177,A,1,12,,,24,1
178,B,3,1,1,1,1200,1
178,B,3,2,1,,1200,1
178,B,3,3,,,132,1
178,B,3,4,,,41,1
178,B,3,5,,,16,1
178,B,3,6,,,11,1
178,B,3,7,,,6,1
178,B,3,8,,,29,1
178,B,3,9,,,11,1
178,B,3,10,,,10,1
178,B,3,11,,,8,0
178,B,3,12,,,48,1
179,A,1,1,19,20,22800,1
179,A,1,2,1,,1200,1
179,A,1,3,,,1200,1
179,A,1,4,,,265,1
179,A,1,5,,,57,1
179,A,1,6,,,6,1
179,A,1,7,,,36,1
179,A,1,8,,,10,0
179,A,1,9,,,12,1
179,A,1,10,,,18,1
179,A,1,11,,,6,0
179,A,1,12,,,20,1
180,A,3,1,19,38,22800,1
180,A,3,2,19,,22800,1
180,A,3,3,,,1200,1
180,A,3,4,,,1200,1
180,A,3,5,,,1200,1
180,A,3,6,,,1200,1
180,A,3,7,,,1200,1
180,A,3,8,,,1200,1
180,A,3,9,,,68,1
180,A,3,10,,,40,1
180,A,3,11,,,58,1
180,A,3,12,,,54,1
181,B,3,1,8,8,9600,1
181,B,3,2,3,,3600,1
181,B,3,3,,,971,1
181,B,3,4,,,211,1
181,B,3,5,,,91,1
181,B,3,6,,,37,1
181,B,3,7,,,239,1
181,B,3,8,,,1135,1
181,B,3,9,,,23,0
181,B,3,10,,,81,1
181,B,3,11,,,56,1
181,B,3,12,,,37,0
182,A,2,1,1,1,1200,1
182,A,2,2,1,,1200,1
182,A,2,3,,,51,1
182,A,2,4,,,89,1
182,A,2,5,,,63,1
182,A,2,6,,,76,1
182,A,2,7,,,38,1
182,A,2,8,,,53,1
182,A,2,9,,,19,1
182,A,2,10,,,6,1
182,A,2,11,,,36,1
182,A,2,12,,,26,1
183,C,2,1,2,2,2400,1
183,C,2,2,1,,1200,1
183,C,2,3,,,71,1
183,C,2,4,,,42,1
183,C,2,5,,,34,1
183,C,2,6,,,73,1
183,C,2,7,,,46,1
183,C,2,8,,,73,1
183,C,2,9,,,13,0
183,C,2,10,,,73,1
183,C,2,11,,,13,1
183,C,2,12,,,62,1
184,C,1,1,3,3,3600,1
184,C,1,2,1,,1200,1
184,C,1,3,,,1,0
184,C,1,4,,,17,1
184,C,1,5,,,525,1
184,C,1,6,,,19,1
184,C,1,7,,,24,1
184,C,1,8,,,24,1
184,C,1,9,,,19,1
184,C,1,10,,,23,1
184,C,1,11,,,7,1
184,C,1,12,,,31,1
185,B,3,1,19,38,22800,1
185,B,3,2,19,,22800,1
185,B,3,3,,,1200,1
185,B,3,4,,,1200,1
185,B,3,5,,,1200,1
185,B,3,6,,,45,1
185,B,3,7,,,54,1
185,B,3,8,,,162,1
185,B,3,9,,,71,1
185,B,3,10,,,92,0
185,B,3,11,,,44,1
185,B,3,12,,,310,1
186,B,2,1,19,38,22800,1
186,B,2,2,19,,22800,1
186,B,2,3,,,1200,1
186,B,2,4,,,1200,1
186,B,2,5,,,753,1
186,B,2,6,,,76,1
186,B,2,7,,,73,1
186,B,2,8,,,98,1
186,B,2,9,,,70,1
186,B,2,10,,,79,1
186,B,2,11,,,9,1
186,B,2,12,,,30,1
187,A,3,1,7,7,8400,1
187,A,3,2,1,,1200,1
187,A,3,3,,,198,1
187,A,3,4,,,27,1
187,A,3,5,,,105,1
187,A,3,6,,,38,1
187,A,3,7,,,80,1
187,A,3,8,,,38,1
187,A,3,9,,,82,1
187,A,3,10,,,43,1
187,A,3,11,,,74,1
187,A,3,12,,,126,1
188,B,1,1,2,2,2400,1
188,B,1,2,19,,22800,1
188,B,1,3,,,809,1
188,B,1,4,,,959,1
188,B,1,5,,,197,1
188,B,1,6,,,126,1
188,B,1,7,,,81,1
188,B,1,8,,,57,1
188,B,1,9,,,42,1
188,B,1,10,,,11,0
188,B,1,11,,,54,1
188,B,1,12,,,302,1
189,B,1,1,10,10,12000,1
189,B,1,2,1,,1200,1
189,B,1,3,,,35,1
189,B,1,4,,,556,1
189,B,1,5,,,77,1
189,B,1,6,,,19,0
189,B,1,7,,,56,1
189,B,1,8,,,25,1
189,B,1,9,,,18,1
189,B,1,10,,,44,1
189,B,1,11,,,63,1
189,B,1,12,,,66,1
190,B,2,1,19,38,22800,1
190,B,2,2,19,,22800,1
190,B,2,3,,,1200,1
190,B,2,4,,,1081,1
190,B,2,5,,,137,1
190,B,2,6,,,104,1
190,B,2,7,,,28,1
190,B,2,8,,,31,1
190,B,2,9,,,35,1
190,B,2,10,,,40,1
190,B,2,11,,,55,1
190,B,2,12,,,46,1
191,C,2,1,6,6,7200,1
191,C,2,2,1,,1200,1
191,C,2,3,,,330,1
191,C,2,4,,,73,1
191,C,2,5,,,34,1
191,C,2,6,,,31,1
191,C,2,7,,,45,1
191,C,2,8,,,32,0
191,C,2,9,,,27,1
191,C,2,10,,,5,0
191,C,2,11,,,27,1
191,C,2,12,,,303,1
192,C,3,1,1,1,1200,1
192,C,3,2,1,,1200,1
192,C,3,3,,,233,1
192,C,3,4,,,1200,1
192,C,3,5,,,1200,1
192,C,3,6,,,272,0
192,C,3,7,,,268,0
192,C,3,8,,,226,1
192,C,3,9,,,69,0
192,C,3,10,,,112,1
192,C,3,11,,,48,1
192,C,3,12,,,390,1
193,C,3,1,1,1,1200,1
193,C,3,2,1,,1200,1
193,C,3,3,,,127,1
193,C,3,4,,,89,1
193,C,3,5,,,115,0
193,C,3,6,,,45,1
193,C,3,7,,,134,1
193,C,3,8,,,29,1
193,C,3,9,,,13,1
193,C,3,10,,,7,0
193,C,3,11,,,15,1
193,C,3,12,,,14,1
194,C,2,1,1,1,1200,1
194,C,2,2,1,,1200,1
194,C,2,3,,,70,1
194,C,2,4,,,108,1
194,C,2,5,,,19,1
194,C,2,6,,,47,1
194,C,2,7,,,33,1
194,C,2,8,,,43,1
194,C,2,9,,,9,1
194,C,2,10,,,12,0
194,C,2,11,,,11,0
194,C,2,12,,,69,1
195,B,2,1,19,38,22800,1
195,B,2,2,19,,22800,1
195,B,2,3,,,1200,1
195,B,2,4,,,1200,1
195,B,2,5,,,1200,1
195,B,2,6,,,1200,1
195,B,2,7,,,344,1
195,B,2,8,,,1200,1
195,B,2,9,,,300,1
195,B,2,10,,,35,1
195,B,2,11,,,715,1
195,B,2,12,,,420,1
196,B,3,1,19,38,22800,1
196,B,3,2,19,,22800,1
196,B,3,3,,,1200,1
196,B,3,4,,,1200,1
196,B,3,5,,,1200,1
196,B,3,6,,,1200,1
196,B,3,7,,,211,1
196,B,3,8,,,99,1
196,B,3,9,,,103,1
196,B,3,10,,,67,1
196,B,3,11,,,8,1
196,B,3,12,,,36,1
197,A,2,1,4,4,4800,1
197,A,2,2,1,,1200,1
197,A,2,3,,,1105,1
197,A,2,4,,,52,1
197,A,2,5,,,586,1
197,A,2,6,,,1200,1
197,A,2,7,,,107,1
197,A,2,8,,,14,1
197,A,2,9,,,448,1
197,A,2,10,,,62,1
197,A,2,11,,,57,1
197,A,2,12,,,88,1
198,A,2,1,1,1,1200,1
198,A,2,2,1,,1200,1
